Carimbo de data/hora,Nome Completo,Nome completo ,Idade  , Gênero  ,E-mail,  Avaliação física realizada?  ,Qual seu principal objetivo com os treinos?,  Qual seu plano atual?  ,  Data de início do plano:  ,  Frequência semanal estimada (vezes por semana),Em qual turno você costuma treinar?,  Quais aulas coletivas você costuma frequentar?  ,Você gostaria de receber uma sugestão de treino orientado com base nas suas respostas?,  Que tipo de treino você costuma fazer por conta própria?  ,Status de envio
14/06/2025 01:48:48,,Patrícia Souza,44,Feminino,patríciasouza91@exemplo.com,Sim,Manutenção / condicionamento físico,Quadrimestral,05/12/2024,6,Noite (17h às 22h),"JIU-JITSU (Seg, Qua, Sex – 20:00)",Sim,"Funcional, Cardio (esteira, bike, escada)",Enviado
14/06/2025 01:49:48,,Adriana Teixeira,39,Feminino,adrianateixeira14@exemplo.com,Sim,Perda de gordura corporal,Octomestral,29/11/2024,4,Noite (17h às 22h),"BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Sim,"Musculação, Personal / Treino individual",Enviado
14/06/2025 01:50:48,,Mariana Lopes,33,Feminino,marianalopes58@exemplo.com,Sim,Perda de gordura corporal,Mensal,24/11/2024,3,Noite (17h às 22h),"LOCAL (Seg 07:00 / Sex 06:15), GAP (Qua 06:15), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,Treino livre com peso do corpo,Enviado
09/06/2025 08:50:30,,Fernanda Pereira,52,Masculino,fernandapereira10@gmail.com,Não,Ganho de massa muscular,Octomestral,03/05/2024,6,Noite (17h às 22h),GAP (Qua 06:15),Sim,Alongamento,Enviado
08/06/2025 21:17:30,,Daniela Almeida,61,Feminino,danielaalmeida88@yahoo.com,Sim,Reabilitação física,Octomestral,07/04/2024,4,Noite (17h às 22h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), ALONGAMENTO (Seg, Qua, Sex – 08:30)",Não,Alongamento,Enviado
11/06/2025 01:37:30,,Beatriz Lima,62,Masculino,beatrizlima62@yahoo.com,Não,Ganho de massa muscular,Quadrimestral,10/02/2024,6,Manhã (06h às 12h),"JUMP (Qua 07:00), JIU-JITSU (Seg, Qua, Sex – 20:00)",Não,"Personal / Treino individual, Alongamento",Pendente
10/06/2025 00:15:30,,Juliana Martins,28,Outros,julianamartins99@outlook.com,Sim,Perda de gordura corporal,Quadrimestral,05/01/2024,5,Tarde (12h às 17h),"BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,"Musculação, Treino livre com peso do corpo",Pendente
10/06/2025 21:27:30,,Eduardo Almeida,50,Masculino,eduardoalmeida39@outlook.com,Não,Manutenção / condicionamento físico,Octomestral,13/02/2024,6,Noite (17h às 22h),"GAP (Qua 06:15), ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Sim,Musculação,Enviado
10/06/2025 19:18:30,,Fernanda Souza,24,Outros,fernandasouza80@gmail.com,Não,Ganho de massa muscular,Mensal,29/01/2024,2,Manhã (06h às 12h),"JIU-JITSU (Seg, Qua, Sex – 20:00), ALONGAMENTO (Seg, Qua, Sex – 08:30), GLÚTEO (Ter e Qui – 18:00)",Sim,"Outros, Cardio (esteira, bike, escada)",Enviado
12/06/2025 11:24:30,,Gustavo Pereira,41,Masculino,gustavopereira80@hotmail.com,Sim,Manutenção / condicionamento físico,Anual,07/02/2024,6,Manhã (06h às 12h),JUMP (Qua 07:00),Não,Alongamento,Enviado
15/06/2025 05:25:30,,João Santos,19,Outros,joãosantos84@outlook.com,Sim,Ganho de massa muscular,Quadrimestral,07/05/2024,2,Noite (17h às 22h),ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30),Não,"Treino livre com peso do corpo, Funcional",Pendente
13/06/2025 08:40:30,,Eduardo Santos,19,Feminino,eduardosantos81@gmail.com,Sim,Ganho de massa muscular,Anual,24/04/2024,5,Manhã (06h às 12h),GAP (Qua 06:15),Sim,"Cardio (esteira, bike, escada), Treino livre com peso do corpo",Pendente
09/06/2025 14:31:30,,Rafael Pereira,21,Feminino,rafaelpereira97@gmail.com,Sim,Manutenção / condicionamento físico,Mensal,22/05/2024,4,Noite (17h às 22h),"GLÚTEO (Ter e Qui – 18:00), GAP (Qua 06:15)",Não,"Outros, Cardio (esteira, bike, escada)",Enviado
09/06/2025 19:10:30,,Pedro Oliveira,40,Masculino,pedrooliveira81@hotmail.com,Sim,Manutenção / condicionamento físico,Anual,08/01/2024,5,Tarde (12h às 17h),ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30),Não,Outros,Enviado
14/06/2025 14:56:30,,Bruno Santos,62,Masculino,brunosantos65@hotmail.com,Não,Reabilitação física,Anual,06/05/2024,2,Noite (17h às 22h),"ALONGAMENTO (Seg, Qua, Sex – 08:30)",Não,Personal / Treino individual,Pendente
12/06/2025 11:56:30,,Thiago Costa,48,Feminino,thiagocosta95@gmail.com,Não,Perda de gordura corporal,Quadrimestral,17/03/2024,6,Manhã (06h às 12h),GLÚTEO (Ter e Qui – 18:00),Não,"Treino livre com peso do corpo, Cardio (esteira, bike, escada)",Pendente
10/06/2025 06:55:30,,Ana Silva,21,Outros,anasilva83@outlook.com,Sim,Manutenção / condicionamento físico,Mensal,18/01/2024,3,Manhã (06h às 12h),"STEP (Seg 06:15 / Sex 07:00), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Não,"Alongamento, Personal / Treino individual",Enviado
15/06/2025 09:59:30,,Carlos Silva,36,Masculino,carlossilva40@hotmail.com,Sim,Perda de gordura corporal,Mensal,17/01/2024,6,Noite (17h às 22h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Não,Personal / Treino individual,Pendente
09/06/2025 11:23:30,,Mariana Santos,54,Masculino,marianasantos91@outlook.com,Sim,Manutenção / condicionamento físico,Quadrimestral,08/04/2024,3,Manhã (06h às 12h),"STEP (Seg 06:15 / Sex 07:00), HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), ALONGAMENTO (Seg, Qua, Sex – 08:30)",Não,Treino livre com peso do corpo,Pendente
15/06/2025 07:10:30,,Gustavo Lima,64,Masculino,gustavolima91@gmail.com,Sim,Ganho de massa muscular,Mensal,18/04/2024,4,Tarde (12h às 17h),GLÚTEO (Ter e Qui – 18:00),Sim,"Musculação, Cardio (esteira, bike, escada)",Enviado
09/06/2025 02:48:30,,Mariana Almeida,47,Feminino,marianaalmeida46@yahoo.com,Não,Manutenção / condicionamento físico,Mensal,03/01/2024,5,Noite (17h às 22h),"ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), LOCAL (Seg 07:00 / Sex 06:15), JIU-JITSU (Seg, Qua, Sex – 20:00)",Sim,Outros,Enviado
14/06/2025 04:37:30,,Carlos Costa,43,Masculino,carloscosta56@gmail.com,Sim,Ganho de massa muscular,Anual,03/06/2024,3,Tarde (12h às 17h),"STEP (Seg 06:15 / Sex 07:00), JUMP (Qua 07:00), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Sim,"Alongamento, Personal / Treino individual",Pendente
11/06/2025 09:09:30,,Rafael Gomes,40,Outros,rafaelgomes46@outlook.com,Sim,Perda de gordura corporal,Anual,27/01/2024,4,Manhã (06h às 12h),"ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), JUMP (Qua 07:00), GAP (Qua 06:15)",Sim,"Alongamento, Funcional",Pendente
15/06/2025 18:03:30,,João Costa,63,Outros,joãocosta89@outlook.com,Não,Manutenção / condicionamento físico,Octomestral,19/03/2024,6,Manhã (06h às 12h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), JIU-JITSU (Seg, Qua, Sex – 20:00)",Não,"Cardio (esteira, bike, escada)",Enviado
11/06/2025 09:56:30,,Ana Souza,23,Feminino,anasouza82@outlook.com,Sim,Perda de gordura corporal,Anual,16/06/2024,5,Tarde (12h às 17h),JUMP (Qua 07:00),Não,"Cardio (esteira, bike, escada)",Enviado
09/06/2025 04:14:30,,Fernanda Santos,29,Outros,fernandasantos83@outlook.com,Não,Perda de gordura corporal,Quadrimestral,12/03/2024,3,Tarde (12h às 17h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Não,"Cardio (esteira, bike, escada)",Pendente
13/06/2025 09:08:30,,Rodrigo Santos,24,Feminino,rodrigosantos19@yahoo.com,Sim,Reabilitação física,Anual,04/01/2024,2,Tarde (12h às 17h),"JIU-JITSU (Seg, Qua, Sex – 20:00)",Sim,"Alongamento, Personal / Treino individual",Enviado
09/06/2025 07:33:30,,Juliana Martins,18,Masculino,julianamartins84@outlook.com,Sim,Ganho de massa muscular,Mensal,06/05/2024,4,Manhã (06h às 12h),"BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Sim,"Personal / Treino individual, Cardio (esteira, bike, escada)",Pendente
11/06/2025 22:55:30,,Daniela Gomes,29,Feminino,danielagomes79@hotmail.com,Não,Manutenção / condicionamento físico,Mensal,15/02/2024,2,Manhã (06h às 12h),JUMP (Qua 07:00),Não,"Treino livre com peso do corpo, Musculação",Pendente
10/06/2025 01:19:30,,Juliana Souza,27,Outros,julianasouza85@yahoo.com,Não,Ganho de massa muscular,Quadrimestral,19/03/2024,5,Tarde (12h às 17h),ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30),Sim,"Musculação, Alongamento",Enviado
10/06/2025 04:38:30,,Larissa Almeida,44,Feminino,larissaalmeida17@gmail.com,Não,Perda de gordura corporal,Quadrimestral,04/02/2024,5,Noite (17h às 22h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,"Treino livre com peso do corpo, Funcional",Enviado
11/06/2025 09:16:30,,Mariana Gomes,53,Outros,marianagomes16@hotmail.com,Sim,Manutenção / condicionamento físico,Quadrimestral,13/06/2024,3,Manhã (06h às 12h),"BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), GAP (Qua 06:15)",Sim,"Cardio (esteira, bike, escada)",Pendente
12/06/2025 15:41:30,,Lucas Pereira,51,Masculino,lucaspereira11@yahoo.com,Não,Ganho de massa muscular,Anual,19/05/2024,4,Manhã (06h às 12h),"JUMP (Qua 07:00), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,"Cardio (esteira, bike, escada)",Enviado
13/06/2025 03:47:30,,Lucas Souza,42,Feminino,lucassouza65@yahoo.com,Não,Ganho de massa muscular,Mensal,17/01/2024,6,Manhã (06h às 12h),"JIU-JITSU (Seg, Qua, Sex – 20:00), JUMP (Qua 07:00)",Não,"Alongamento, Funcional",Enviado
12/06/2025 04:04:30,,Thiago Oliveira,38,Outros,thiagooliveira53@hotmail.com,Sim,Reabilitação física,Quadrimestral,16/02/2024,5,Noite (17h às 22h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45)",Sim,"Musculação, Outros",Pendente
12/06/2025 10:16:30,,Renata Almeida,55,Feminino,renataalmeida39@yahoo.com,Sim,Perda de gordura corporal,Anual,29/06/2024,3,Tarde (12h às 17h),"GLÚTEO (Ter e Qui – 18:00), JUMP (Qua 07:00)",Não,Treino livre com peso do corpo,Pendente
09/06/2025 13:59:30,,João Lima,40,Outros,joãolima24@outlook.com,Sim,Manutenção / condicionamento físico,Mensal,18/01/2024,5,Tarde (12h às 17h),ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30),Sim,Alongamento,Pendente
14/06/2025 10:48:30,,Ana Lima,51,Masculino,analima21@hotmail.com,Sim,Manutenção / condicionamento físico,Anual,03/02/2024,2,Tarde (12h às 17h),JUMP (Qua 07:00),Não,"Alongamento, Musculação",Enviado
13/06/2025 10:10:30,,Patrícia Costa,56,Outros,patríciacosta15@hotmail.com,Não,Manutenção / condicionamento físico,Anual,20/02/2024,6,Manhã (06h às 12h),HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45),Sim,"Outros, Treino livre com peso do corpo",Pendente
14/06/2025 21:36:30,,Lucas Costa,56,Masculino,lucascosta59@outlook.com,Sim,Reabilitação física,Anual,26/01/2024,3,Manhã (06h às 12h),"LOCAL (Seg 07:00 / Sex 06:15), GAP (Qua 06:15)",Sim,Personal / Treino individual,Pendente
14/06/2025 15:07:30,,Thiago Costa,23,Masculino,thiagocosta81@hotmail.com,Sim,Perda de gordura corporal,Octomestral,30/01/2024,4,Tarde (12h às 17h),"LOCAL (Seg 07:00 / Sex 06:15), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), GLÚTEO (Ter e Qui – 18:00)",Sim,Funcional,Pendente
14/06/2025 01:27:30,,Carlos Almeida,25,Outros,carlosalmeida41@outlook.com,Não,Ganho de massa muscular,Anual,25/03/2024,2,Tarde (12h às 17h),"LOCAL (Seg 07:00 / Sex 06:15), ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45)",Não,"Alongamento, Personal / Treino individual",Enviado
11/06/2025 13:04:30,,Gustavo Gomes,41,Masculino,gustavogomes58@hotmail.com,Sim,Reabilitação física,Octomestral,17/01/2024,6,Manhã (06h às 12h),"ALONGAMENTO (Seg, Qua, Sex – 08:30)",Sim,"Funcional, Alongamento",Pendente
15/06/2025 08:12:30,,Beatriz Gomes,32,Feminino,beatrizgomes90@hotmail.com,Não,Manutenção / condicionamento físico,Quadrimestral,12/02/2024,5,Tarde (12h às 17h),HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45),Sim,"Cardio (esteira, bike, escada), Alongamento",Pendente
15/06/2025 07:23:30,,Ana Souza,41,Outros,anasouza53@hotmail.com,Não,Ganho de massa muscular,Octomestral,26/06/2024,3,Tarde (12h às 17h),"HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), GLÚTEO (Ter e Qui – 18:00), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Não,Outros,Enviado
12/06/2025 17:31:30,,Rafael Santos,21,Feminino,rafaelsantos10@outlook.com,Não,Manutenção / condicionamento físico,Anual,04/04/2024,2,Tarde (12h às 17h),"BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00)",Sim,Alongamento,Pendente
08/06/2025 22:08:30,,Gustavo Pereira,36,Feminino,gustavopereira59@yahoo.com,Não,Perda de gordura corporal,Octomestral,27/01/2024,3,Noite (17h às 22h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30)",Não,"Personal / Treino individual, Cardio (esteira, bike, escada)",Pendente
13/06/2025 08:01:30,,Patrícia Lima,59,Outros,patrícialima61@hotmail.com,Sim,Manutenção / condicionamento físico,Quadrimestral,03/01/2024,6,Manhã (06h às 12h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), JUMP (Qua 07:00), STEP (Seg 06:15 / Sex 07:00)",Não,"Outros, Treino livre com peso do corpo",Enviado
09/06/2025 01:21:30,,Rodrigo Lima,24,Masculino,rodrigolima58@gmail.com,Não,Perda de gordura corporal,Anual,03/02/2024,3,Tarde (12h às 17h),"ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), JUMP (Qua 07:00), JIU-JITSU (Seg, Qua, Sex – 20:00)",Não,"Alongamento, Funcional",Pendente
09/06/2025 05:19:30,,Mariana Gomes,58,Outros,marianagomes78@gmail.com,Não,Manutenção / condicionamento físico,Mensal,07/04/2024,6,Noite (17h às 22h),"HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), JUMP (Qua 07:00)",Não,Treino livre com peso do corpo,Pendente
11/06/2025 18:55:30,,Camila Almeida,55,Outros,camilaalmeida28@hotmail.com,Não,Perda de gordura corporal,Mensal,24/05/2024,2,Noite (17h às 22h),"JIU-JITSU (Seg, Qua, Sex – 20:00), ALONGAMENTO (Seg, Qua, Sex – 08:30)",Não,Personal / Treino individual,Enviado
13/06/2025 16:03:30,,João Gomes,45,Outros,joãogomes79@gmail.com,Não,Manutenção / condicionamento físico,Quadrimestral,29/05/2024,3,Tarde (12h às 17h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), JUMP (Qua 07:00), GLÚTEO (Ter e Qui – 18:00)",Sim,Funcional,Pendente
13/06/2025 03:12:30,,Lucas Santos,24,Masculino,lucassantos90@yahoo.com,Sim,Manutenção / condicionamento físico,Quadrimestral,20/04/2024,3,Noite (17h às 22h),STEP (Seg 06:15 / Sex 07:00),Não,"Alongamento, Outros",Pendente
11/06/2025 17:08:30,,Beatriz Martins,29,Outros,beatrizmartins18@hotmail.com,Não,Manutenção / condicionamento físico,Anual,28/06/2024,3,Tarde (12h às 17h),"LOCAL (Seg 07:00 / Sex 06:15), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), GLÚTEO (Ter e Qui – 18:00)",Sim,Funcional,Pendente
09/06/2025 04:24:30,,Bruno Costa,63,Masculino,brunocosta52@outlook.com,Não,Manutenção / condicionamento físico,Mensal,15/04/2024,2,Manhã (06h às 12h),ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30),Sim,Alongamento,Pendente
15/06/2025 02:29:30,,Larissa Costa,21,Feminino,larissacosta88@outlook.com,Sim,Manutenção / condicionamento físico,Quadrimestral,03/01/2024,4,Tarde (12h às 17h),GLÚTEO (Ter e Qui – 18:00),Sim,"Alongamento, Cardio (esteira, bike, escada)",Enviado
10/06/2025 17:06:30,,Carlos Silva,56,Outros,carlossilva28@yahoo.com,Não,Perda de gordura corporal,Mensal,03/02/2024,5,Tarde (12h às 17h),"JUMP (Qua 07:00), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), LOCAL (Seg 07:00 / Sex 06:15)",Não,"Musculação, Treino livre com peso do corpo",Enviado
09/06/2025 04:01:30,,Daniela Silva,32,Feminino,danielasilva71@yahoo.com,Não,Manutenção / condicionamento físico,Anual,29/06/2024,2,Noite (17h às 22h),GLÚTEO (Ter e Qui – 18:00),Não,Outros,Pendente
14/06/2025 10:01:30,,Gustavo Almeida,28,Feminino,gustavoalmeida47@yahoo.com,Não,Perda de gordura corporal,Mensal,12/06/2024,5,Tarde (12h às 17h),"JIU-JITSU (Seg, Qua, Sex – 20:00)",Sim,"Funcional, Personal / Treino individual",Pendente
14/06/2025 06:36:30,,Carlos Lima,56,Masculino,carloslima66@gmail.com,Não,Perda de gordura corporal,Anual,12/05/2024,5,Manhã (06h às 12h),LOCAL (Seg 07:00 / Sex 06:15),Sim,Personal / Treino individual,Enviado
12/06/2025 23:23:30,,Juliana Almeida,31,Masculino,julianaalmeida87@yahoo.com,Sim,Manutenção / condicionamento físico,Mensal,26/04/2024,4,Noite (17h às 22h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), GAP (Qua 06:15)",Não,"Musculação, Funcional",Pendente
10/06/2025 10:50:30,,Lucas Pereira,48,Feminino,lucaspereira28@outlook.com,Sim,Reabilitação física,Mensal,28/04/2024,3,Noite (17h às 22h),"GAP (Qua 06:15), ALONGAMENTO (Seg, Qua, Sex – 08:30)",Não,"Funcional, Alongamento",Pendente
12/06/2025 22:51:30,,Mariana Oliveira,37,Masculino,marianaoliveira38@yahoo.com,Não,Perda de gordura corporal,Octomestral,22/04/2024,2,Tarde (12h às 17h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), LOCAL (Seg 07:00 / Sex 06:15), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,Musculação,Pendente
11/06/2025 06:50:30,,Mariana Oliveira,37,Outros,marianaoliveira42@gmail.com,Sim,Perda de gordura corporal,Octomestral,30/04/2024,2,Noite (17h às 22h),"STEP (Seg 06:15 / Sex 07:00), ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30)",Não,"Alongamento, Personal / Treino individual",Enviado
09/06/2025 02:38:30,,Fernanda Silva,46,Outros,fernandasilva20@gmail.com,Sim,Manutenção / condicionamento físico,Anual,12/04/2024,4,Noite (17h às 22h),"GAP (Qua 06:15), STEP (Seg 06:15 / Sex 07:00), JUMP (Qua 07:00)",Sim,"Outros, Funcional",Enviado
10/06/2025 17:39:30,,João Silva,41,Feminino,joãosilva71@hotmail.com,Sim,Perda de gordura corporal,Anual,07/05/2024,2,Noite (17h às 22h),"HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00), GAP (Qua 06:15)",Não,Alongamento,Pendente
10/06/2025 21:18:30,,Eduardo Oliveira,47,Feminino,eduardooliveira11@gmail.com,Não,Perda de gordura corporal,Quadrimestral,24/03/2024,6,Manhã (06h às 12h),GAP (Qua 06:15),Não,"Cardio (esteira, bike, escada)",Enviado
14/06/2025 18:47:30,,Ana Pereira,59,Outros,anapereira97@yahoo.com,Sim,Reabilitação física,Anual,15/03/2024,2,Noite (17h às 22h),GLÚTEO (Ter e Qui – 18:00),Sim,"Outros, Alongamento",Pendente
10/06/2025 22:26:30,,Thiago Santos,28,Masculino,thiagosantos45@outlook.com,Sim,Perda de gordura corporal,Quadrimestral,30/04/2024,5,Noite (17h às 22h),"LOCAL (Seg 07:00 / Sex 06:15), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45)",Sim,"Outros, Personal / Treino individual",Pendente
11/06/2025 22:05:30,,Larissa Costa,65,Masculino,larissacosta49@outlook.com,Não,Manutenção / condicionamento físico,Anual,07/06/2024,5,Tarde (12h às 17h),"HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), GAP (Qua 06:15), STEP (Seg 06:15 / Sex 07:00)",Sim,"Funcional, Personal / Treino individual",Enviado
15/06/2025 03:07:30,,João Pereira,36,Masculino,joãopereira10@yahoo.com,Sim,Perda de gordura corporal,Mensal,09/04/2024,6,Tarde (12h às 17h),"HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), GAP (Qua 06:15), MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Não,"Alongamento, Treino livre com peso do corpo",Enviado
14/06/2025 01:03:30,,Rafael Oliveira,23,Outros,rafaeloliveira54@yahoo.com,Sim,Reabilitação física,Octomestral,11/01/2024,2,Manhã (06h às 12h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), GAP (Qua 06:15)",Sim,Musculação,Pendente
10/06/2025 21:13:30,,Eduardo Souza,57,Outros,eduardosouza47@yahoo.com,Não,Ganho de massa muscular,Octomestral,19/05/2024,5,Manhã (06h às 12h),"ALONGAMENTO (Seg, Qua, Sex – 08:30), BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), GAP (Qua 06:15)",Não,Musculação,Pendente
10/06/2025 07:21:30,,Juliana Santos,64,Masculino,julianasantos19@gmail.com,Sim,Manutenção / condicionamento físico,Mensal,03/02/2024,2,Manhã (06h às 12h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,Personal / Treino individual,Enviado
09/06/2025 16:57:30,,Pedro Pereira,50,Masculino,pedropereira44@yahoo.com,Sim,Manutenção / condicionamento físico,Octomestral,11/01/2024,2,Tarde (12h às 17h),"GLÚTEO (Ter e Qui – 18:00), HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45)",Sim,Treino livre com peso do corpo,Pendente
15/06/2025 02:32:30,,Eduardo Costa,47,Feminino,eduardocosta21@hotmail.com,Não,Reabilitação física,Mensal,02/03/2024,6,Noite (17h às 22h),LOCAL (Seg 07:00 / Sex 06:15),Sim,"Outros, Alongamento",Enviado
12/06/2025 20:59:30,,Thiago Gomes,25,Feminino,thiagogomes76@hotmail.com,Não,Perda de gordura corporal,Mensal,16/03/2024,5,Tarde (12h às 17h),"BIKE INDOOR (Seg, Qua, Qui – 18:00 ou 19:00 / Ter – 19:00), LOCAL (Seg 07:00 / Sex 06:15)",Não,"Cardio (esteira, bike, escada)",Enviado
14/06/2025 04:27:30,,Lucas Souza,22,Feminino,lucassouza12@yahoo.com,Não,Reabilitação física,Octomestral,07/06/2024,2,Manhã (06h às 12h),"JUMP (Qua 07:00), LOCAL (Seg 07:00 / Sex 06:15)",Não,Treino livre com peso do corpo,Pendente
13/06/2025 00:24:30,,Juliana Oliveira,51,Outros,julianaoliveira49@gmail.com,Sim,Perda de gordura corporal,Quadrimestral,15/03/2024,6,Tarde (12h às 17h),ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30),Não,"Cardio (esteira, bike, escada)",Enviado
12/06/2025 07:54:30,,Camila Silva,50,Feminino,camilasilva41@gmail.com,Não,Ganho de massa muscular,Anual,05/01/2024,4,Tarde (12h às 17h),HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45),Não,Personal / Treino individual,Enviado
11/06/2025 04:56:30,,Bruno Souza,26,Masculino,brunosouza92@outlook.com,Não,Ganho de massa muscular,Anual,26/04/2024,6,Noite (17h às 22h),"MUAY THAI (Ter, Qui, Sex – 20:00 / Sex – 18:00)",Sim,"Musculação, Alongamento",Enviado
14/06/2025 18:27:30,,Larissa Oliveira,41,Masculino,larissaoliveira53@hotmail.com,Sim,Reabilitação física,Anual,17/04/2024,5,Noite (17h às 22h),"ABDOMINAL (Seg 19:30 / Qua 07:45 e 19:30), HIIT (Seg 07:45 e 19:00 / Qua 19:00 / Sex 07:45), JIU-JITSU (Seg, Qua, Sex – 20:00)",Não,Funcional,Enviado
11/06/2025 01:08:30,,Juliana Almeida,50,Masculino,julianaalmeida54@yahoo.com,Sim,Manutenção / condicionamento físico,Octomestral,25/04/2024,6,Tarde (12h às 17h),JUMP (Qua 07:00),Sim,Funcional,Pendente
